shortcode,content_form,folder,n_jpg,n_mp4,n_slides,has_frames,n_frames,has_transcript,transcript_nonempty,media_id,caption,comments_count,like_count,media_product_type,media_type,permalink,timestamp,reach,saved,views,total_interactions,comments_downloaded,year,Not_reel,month,dayofweek,hour,ig_pk,owner_username,owner_id,media_type_api,product_type_api,taken_at,has_audio,video_duration,location_name,n_hashtags,n_mentions,music_source,audio_type,song_title,artist,audio_id,audio_cluster_id,music_duration_ms,is_explicit,mashups_allowed,tagged_usernames,tagged_user_ids,n_tagged,coauthors,coauthor_ids,n_coauthors,product_tags,n_product_tags,n_featured_products,sponsor_usernames,is_paid_partnership,features_status
C9SKN18tRfL,reel,multimodal_dataset_fixed\reel\C9SKN18tRfL,0,1,1,True,12,True,True,17873445918111594,"Cosí de botto, senza senso. #harrypotter",368.0,56738.0,REELS,VIDEO,https://www.instagram.com/reel/C9SKN18tRfL/,2024-07-11 13:15:33,578858.0,819.0,1238910.0,57969.0,1.0,2024.0,False,7.0,Thursday,13.0,3409832799618013131,camihawke,15526265,2.0,clips,1720703803.0,True,24.232999801635742,,1.0,0.0,original,original_sounds,Original audio,camihawke,1137921357471213,18443283913041045,24217.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
C9uOUzUNC-D,reel,multimodal_dataset_fixed\reel\C9uOUzUNC-D,0,1,1,True,23,True,True,18051542239751677,Ecco a voi il sequel di perfetti sconosciuti.  #favourite #friendship,231.0,52599.0,REELS,VIDEO,https://www.instagram.com/reel/C9uOUzUNC-D/,2024-07-22 10:55:42,625599.0,1006.0,1522314.0,53505.0,1.0,2024.0,False,7.0,Monday,10.0,3417732169361272707,camihawke,15526265,2.0,clips,1721645795.0,True,177.63299560546875,,2.0,0.0,original,original_sounds,Original audio,camihawke,1268591920798273,18360800422096031,177630.0,False,True,['guglielmoscilla'],['10279523'],1.0,['guglielmoscilla'],['10279523'],1.0,[],0.0,0.0,[],False,ok
C_2zbu7tOoP,reel,multimodal_dataset_fixed\reel\C_2zbu7tOoP,0,1,1,True,2,True,True,18023303984158573,*inserisci cosa o persona X* come oggetto della lezione e mandala a chi non ha ancora ben compreso,313.0,44994.0,REELS,VIDEO,https://www.instagram.com/reel/C_2zbu7tOoP/,2024-09-13 11:54:36,680137.0,1675.0,1340066.0,47784.0,1.0,2024.0,False,9.0,Friday,11.0,3456175970245208591,camihawke,15526265,2.0,clips,1726228528.0,True,38.612998962402344,,0.0,0.0,original,original_sounds,Original audio,camihawke,1158374528591635,18413731621079831,38613.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
C_A420wNzmq,reel,multimodal_dataset_fixed\reel\C_A420wNzmq,0,1,1,True,13,True,True,18002300054479921,Tagga la tua boutique 📍,179.0,50751.0,REELS,VIDEO,https://www.instagram.com/reel/C_A420wNzmq/,2024-08-23 13:26:58,628357.0,1406.0,1479080.0,52202.0,1.0,2024.0,False,8.0,Friday,13.0,3441000173410924970,camihawke,15526265,2.0,clips,1724419521.0,True,175.93600463867188,,0.0,0.0,original,original_sounds,Original audio,camihawke,991056809432635,18445894840055896,175936.0,False,True,['claudiodibiagio'],['5160149'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
C_N4L5WtfJz,reel,multimodal_dataset_fixed\reel\C_N4L5WtfJz,0,1,1,True,2,True,True,18336210118120525,L’aneddoto di Marco Angela di oggi riguarda il dottor Semmelweis e come lui avesse capito tutto mentre gli altri non avessero capito un c***o. Siamo stati tutto Ignaz almeno una volta nella vita.,231.0,25955.0,REELS,VIDEO,https://www.instagram.com/reel/C_N4L5WtfJz/,2024-08-28 14:28:09,420583.0,381.0,907035.0,26529.0,1.0,2024.0,False,8.0,Wednesday,14.0,3444656398111470195,camihawke,15526265,2.0,clips,1724855205.0,True,123.19999694824219,,0.0,0.0,original,original_sounds,Original audio,camihawke,1235170771173711,18363644365129100,123180.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CaP45jRjb6G,reel,multimodal_dataset_fixed\reel\CaP45jRjb6G,0,1,1,True,23,True,True,18168380365204803,"In attesa del Vlog ufficiale ecco il reel con riassunte quasi tutte le cose che abbiamo scelto di vedere a Madrid, cosí potete recuperale se vi dovessero servire in futuro!",229.0,48427.0,REELS,VIDEO,https://www.instagram.com/reel/CaP45jRjb6G/,2022-02-21 17:47:58,24430.0,10197.0,1154597.0,58880.0,1.0,2022.0,False,2.0,Monday,17.0,2778689740601147014,camihawke,15526265,2.0,clips,1645465678.0,True,58.66600036621094,,0.0,0.0,licensed,licensed_music,A-O-K,Tai Verdes,2965290080384327,334203528129590,173640.0,True,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CawnQLdjVw_,reel,multimodal_dataset_fixed\reel\CawnQLdjVw_,0,1,1,True,9,True,True,17883934586625127,"Si intitola: Storia di un’idea creativa rovinata. 
Ieri ero in anticipo per andare alla festa di compleanno del mio amico Helio, avevo dei bellissimi fiori colorati sul tavolo che in questi giorni mi son stati molto cari, quindi mi son detta: ma perchè non posso truccarmi e diventare anche io, un fiorellino? Così ho fatto il video, ho pensato a una colonna sonora simpatichina del tipo “ma certo! Nel video ci sono i papaveri, usiamo la canzone Papaveri e papere! Che bella idea”. Ho montato il reel, esportato e postato. Mentre scrivo questa caption mi rendo conto che i fiori che compaiono nel video non sono papaveri, ma tulipani. Fine",387.0,90983.0,REELS,VIDEO,https://www.instagram.com/reel/CawnQLdjVw_/,2022-03-06 11:01:02,6383.0,5172.0,1626790.0,96544.0,1.0,2022.0,False,3.0,Sunday,11.0,2787900804974861375,camihawke,15526265,2.0,clips,1646564462.0,True,43.29999923706055,Papere e Tulipani,0.0,0.0,licensed,licensed_music,Papaveri e papere,Nilla Pizzi,493714291024702,440159703123643,174893.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CbrwPuAjKDm,reel,multimodal_dataset_fixed\reel\CbrwPuAjKDm,0,1,1,True,3,True,True,18289698202045223,BREAKING NEWZ: Raga tranqui non stanno tornando i panta a vita bassa era un hacker mizzega meno male ho sudato freddo fate girare,1881.0,202052.0,REELS,VIDEO,https://www.instagram.com/reel/CbrwPuAjKDm/,2022-03-29 10:02:38,11542.0,4413.0,4193246.0,208366.0,1.0,2022.0,False,3.0,Tuesday,10.0,2804547379394289894,camihawke,15526265,2.0,clips,1648548158.0,True,54.599998474121094,,0.0,0.0,original,original_sounds,Pronto Polizia della moda,camihawke,3190001911279701,18291950956048055,54636.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CbXah08IE2D,reel,multimodal_dataset_fixed\reel\CbXah08IE2D,0,1,1,True,5,True,True,17895330377594472,"Non mi dispiace, non me ne pento ho dato la mia vita alla seconda stagione di Euphoria. #bimbadizendaia ps BATTUTO IL MIO PERSONALISSIMO RECORD DI APNEA: MENTRE METTEVO L’EYELINER NON HO RESPIRATO CREDO PER 3 MINUTI",588.0,96334.0,REELS,VIDEO,https://www.instagram.com/reel/CbXah08IE2D/,2022-03-21 12:30:03,7561.0,2655.0,1532409.0,99578.0,1.0,2022.0,False,3.0,Monday,12.0,2798822367229398403,camihawke,15526265,2.0,clips,1647865803.0,True,58.233001708984375,,1.0,0.0,licensed,licensed_music,Vita Sperduta,Fast Animals and Slow Kids,1583021085389318,688490645848330,216915.0,False,True,['fastanimalsandslowkids'],['273088562'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cc7tjUfjdQd,reel,multimodal_dataset_fixed\reel\Cc7tjUfjdQd,0,1,1,True,2,True,True,18038656180339823,"Con questo professionalissimo reel vi avviso che ho caricato un po’ di capi sul mio profilo @vinted “camihawke”: sapete che io sono una mega fan dell’usato, acquisto tantissime cose di seconda mano perché credo siano veramente pochi i capi che sfruttiamo fino alla fine, di solito ci vengono a noia prima! Comprando e vendendo capi di seconda mano possiamo assicurare loro una nuova VITA DI MODA: ciò che magari ad altri ha stufato a noi può regalare ancora tutto il frizzantino della novità! #adv #Vinted #DeclutterYourWardrobe",282.0,69736.0,REELS,VIDEO,https://www.instagram.com/reel/Cc7tjUfjdQd/,2022-04-29 11:19:26,21070.0,1144.0,1636887.0,71198.0,1.0,2022.0,False,4.0,Friday,11.0,2827053530384028701,camihawke,15526265,2.0,clips,1651231166.0,True,17.434999465942383,,3.0,1.0,original,original_sounds,Original audio,camihawke,1133847984073761,18198382129083991,17484.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CcnqqzwIzWJ,reel,multimodal_dataset_fixed\reel\CcnqqzwIzWJ,0,1,1,True,3,True,True,17968183936586917,"Pronta per essere la Chica Mala che vi meritate: gettata fra i lupi, uscita capobranco.

Trucco: fatto da sola. 
Outfit: @revest",779.0,113366.0,REELS,VIDEO,https://www.instagram.com/reel/CcnqqzwIzWJ/,2022-04-21 16:28:09,7636.0,1744.0,1325053.0,115890.0,1.0,2022.0,False,4.0,Thursday,16.0,2821411351310841225,camihawke,15526265,2.0,clips,1650558489.0,True,9.800000190734863,"Rome, Italy",0.0,1.0,original,original_sounds,Original audio,camihawke,514665583487242,18267374923072964,9845.0,False,True,['revest'],['8470070354'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cd-aw4yj3og,reel,multimodal_dataset_fixed\reel\Cd-aw4yj3og,0,1,1,True,2,True,True,17911847900437044,"Uno degli spot più suggestivi di Outlander è il punto in cui hanno ricostruito la tipografia di Jamie, A.Malcolm, dove lui e Claire si rincontreranno dopo 20 anni. Non avevo l’outfit giusto, ma ci ho provato❤️ #outlander #edinburgh #amalcolm #balehouseclose",571.0,58436.0,REELS,VIDEO,https://www.instagram.com/reel/Cd-aw4yj3og/,2022-05-25 09:05:40,14156.0,1421.0,1165926.0,60462.0,1.0,2022.0,False,5.0,Wednesday,9.0,2845829723266710048,camihawke,15526265,2.0,clips,1653469540.0,True,15.206000328063965,"Edinburgh, United Kingdom",4.0,0.0,licensed,licensed_music,Outlander - The Skye Boat Song (Appalachian Version) (feat. Raya Yarbrough),Bear McCreary,1405718497341182,453137928774511,102973.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cdc7C_Lj0aS,reel,multimodal_dataset_fixed\reel\Cdc7C_Lj0aS,0,1,1,True,3,True,True,17930454005237466,Quando vuoi fare un trend ma hai 79 album di famiglia tutti pieni di sole foto orizzontali e allora ti adatti. #brotherz,295.0,106193.0,REELS,VIDEO,https://www.instagram.com/reel/Cdc7C_Lj0aS/,2022-05-12 08:53:03,9429.0,1197.0,1662305.0,107686.0,1.0,2022.0,False,5.0,Thursday,8.0,2836401555359352466,camihawke,15526265,2.0,clips,1652345583.0,True,8.541999816894531,,1.0,0.0,original,original_sounds,Original audio,camihawke,320109440201563,18237981157103465,8591.0,False,True,['fedebonia' 'icaro_drone'],['180603328' '47926470430'],2.0,[],[],0.0,[],0.0,0.0,[],False,ok
CDllDTGCNui,reel,multimodal_dataset_fixed\reel\CDllDTGCNui,0,1,1,True,2,True,True,17889804643608883,"Ma quindi i reels, cioè aspetta io prendo le cose da tikt.. No scusate non ho capito il gioco interrompete",597.0,98627.0,REELS,VIDEO,https://www.instagram.com/reel/CDllDTGCNui/,2020-08-07 11:55:36,6681.0,1557.0,2037347.0,100781.0,1.0,2020.0,False,8.0,Friday,11.0,2370463733262113698,camihawke,15526265,2.0,clips,1596801336.0,True,5.565999984741211,Non Ho Capito,0.0,0.0,original,original_sounds,Original audio,camihawke,684069432179528,18121863070122610,5524.0,False,False,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CDtFstBig5I,reel,multimodal_dataset_fixed\reel\CDtFstBig5I,0,1,1,True,2,True,True,17884376485671678,"Da dizionario #Treccami, definizione di CROSTATA ALLA MARMELLATA. 
In senso figurato: inutile, inetto, ininfluente. 
Es. Il tuo parere conta come una crostata alla marmellata in una vetrina di cioccolatini. 
Detto di parere inutile, trascurabile, ininfluente.",667.0,65595.0,REELS,VIDEO,https://www.instagram.com/reel/CDtFstBig5I/,2020-08-10 09:55:33,4196.0,1541.0,2087103.0,67803.0,1.0,2020.0,False,8.0,Monday,9.0,2372577640927858248,camihawke,15526265,2.0,clips,1597053333.0,True,15.16100025177002,,1.0,0.0,original,original_sounds,Original audio,camihawke,333190074523826,18129636133096111,15207.0,False,False,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CdvfgW1I5J7,reel,multimodal_dataset_fixed\reel\CdvfgW1I5J7,0,1,1,True,2,True,True,17936019926149431,"Ci riprovo. 
Ripetiamo: domandare a una donna se è incinta sulla base di qualsivoglia ipotesi personale è un’idea di merda x5",2069.0,196183.0,REELS,VIDEO,https://www.instagram.com/reel/CdvfgW1I5J7/,2022-05-19 13:57:26,16649.0,5890.0,2909294.0,204202.0,1.0,2022.0,False,5.0,Thursday,13.0,2841628452873015931,camihawke,15526265,2.0,clips,1652968646.0,True,58.8129997253418,,0.0,0.0,original,original_sounds,Original audio,camihawke,541485900893543,18200920819082850,58862.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CDycnU9CGjq,reel,multimodal_dataset_fixed\reel\CDycnU9CGjq,0,1,1,True,2,True,True,17851196675218570,Se proprio devo fare un balletto voglio farlo sull’unica hit che si merita la prima posizione della viral 50 mondo.,3473.0,214657.0,REELS,VIDEO,https://www.instagram.com/reel/CDycnU9CGjq/,2020-08-12 11:53:07,307590.0,7267.0,3671917.0,225452.0,1.0,2020.0,False,8.0,Wednesday,11.0,2374085801438374122,camihawke,15526265,2.0,clips,1597233187.0,True,15.020999908447266,,0.0,0.0,original,original_sounds,Original audio,camihawke,303126814271087,18157958659009062,15068.0,False,False,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cedoxo8DH4C,reel,multimodal_dataset_fixed\reel\Cedoxo8DH4C,0,1,1,True,17,True,True,17947207930871076,"Sono felicissima di annunciare che sono usciti oggi in preorder sul sito di @we.makeup DUE NUOVI COLORI della mia linea di makeup! Dopo umile e borghese con l’arrivo del caldo era proprio il caso di RAFFREDDARE un po’ la situa!
Quindi diamo il benvenuto al mio nuovo nude, BANANA BREAD, e al mio nuovo rosso, PASTA AL FORNO. Nel video tutte le prove e i confronti con gli altri rossetti, nelle storie qualche info in più❤️ Hope you like it, fatemi sapereeeeeee",571.0,67877.0,REELS,VIDEO,https://www.instagram.com/reel/Cedoxo8DH4C/,2022-06-06 12:04:29,108639.0,3335.0,3259823.0,71787.0,1.0,2022.0,False,6.0,Monday,12.0,2854617071894691330,camihawke,15526265,2.0,clips,1654517069.0,True,61.16600036621094,,0.0,1.0,original,original_sounds,Original audio,camihawke,1433352110443527,18297652816013115,61275.0,False,True,['we.makeup'],['2271246143'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CeitCAIDL0A,reel,multimodal_dataset_fixed\reel\CeitCAIDL0A,0,1,1,True,2,True,True,17983662100480749,SCUSATE MA IO PIENA RASA DI QUESTA BAGGIANATA CHE CI RACCONTANO.,1074.0,112896.0,REELS,VIDEO,https://www.instagram.com/reel/CeitCAIDL0A/,2022-06-08 11:16:12,15366.0,2738.0,2139250.0,116735.0,1.0,2022.0,False,6.0,Wednesday,11.0,2856043163373321472,camihawke,15526265,2.0,clips,1654686972.0,True,54.28499984741211,,0.0,0.0,original,original_sounds,Original audio,camihawke,716890526305756,18298317286057633,54402.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CeQfZ3-DJ4E,reel,multimodal_dataset_fixed\reel\CeQfZ3-DJ4E,0,1,1,True,9,True,True,17972560003594199,"Purtroppo nelle storie credo non si sia visto molto ma in Scozia abbiamo visitato qualche castello. 
Ve li ho raggruppati tutti qui con il nome preciso cosí potete salvarvi il reel senza fare tremila screen!

Trovate l’intruso 😂

#scotland #castleofscotland #dunottarcastle #eileandonancastle #dunvegancastle #ballindallochcastle #cawdorcastle #visitscotland",411.0,95893.0,REELS,VIDEO,https://www.instagram.com/reel/CeQfZ3-DJ4E/,2022-06-01 09:39:22,18130.0,6665.0,1299478.0,103076.0,1.0,2022.0,False,6.0,Wednesday,9.0,2850916681651101188,camihawke,15526265,2.0,clips,1654076362.0,True,25.799999237060547,,8.0,0.0,licensed,licensed_music,Main Title,London Music Works,1370671120106714,1859166520804137,99379.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CF4VV7UC8xu,reel,multimodal_dataset_fixed\reel\CF4VV7UC8xu,0,1,1,True,3,True,True,17881616974788747,Per fare questo reel ho guardato il cellulare passati 14 minuti da quando avevo messo la lunetta non disturbahahahahahahhahaha,957.0,166106.0,REELS,VIDEO,https://www.instagram.com/reel/CF4VV7UC8xu/,2020-10-03 11:46:36,6829.0,4356.0,3270854.0,171422.0,1.0,2020.0,False,10.0,Saturday,11.0,2411771466229730414,camihawke,15526265,2.0,clips,1601725596.0,True,6.599999904632568,,0.0,0.0,original,original_sounds,Original audio,camihawke,798338750739228,18164344360061107,6616.0,False,False,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CfOaXwTD6cT,reel,multimodal_dataset_fixed\reel\CfOaXwTD6cT,0,1,1,True,5,True,True,17910889373563205,"Viaggio in Scozia? Ecco l’itinerario che noi abbiamo scelto per il nostro viaggio e alcune info che possono essere utili❤️

 #scotland #journey #scottishhighlands #outlander",328.0,34886.0,REELS,VIDEO,https://www.instagram.com/reel/CfOaXwTD6cT/,2022-06-25 10:39:51,19904.0,12616.0,1342837.0,48069.0,1.0,2022.0,False,6.0,Saturday,10.0,2868345994298238739,camihawke,15526265,2.0,clips,1656153591.0,True,79.572998046875,,4.0,0.0,original,original_sounds,Original audio,camihawke,1120281841887452,18284328523068585,79689.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
Cfqx5I9jeEG,reel,multimodal_dataset_fixed\reel\Cfqx5I9jeEG,0,1,1,True,8,True,True,18099101317291411,"Ciao raga come ogni Luglio sono qui a darvi la buona novella: sul sito di @we.makeup ci sono tutti i miei prodotti in saldo in particolare quelli di questo video doppiato malissimo sono:
- Palette camihawke in saldo al 30%
- Mascara Very al 20%
- IF Banana bread al 20% (pasta al forno stesso discorso) 

Trovate scontati anche i rossetti liquidi EVER in tutte le 4 colorazioni: pasta al forno, banana bread, Umile, Borghese. Insomma fate un giro sul sito❤️
Ciaoooooo

 (ps nell’anteprima nessun messaggio subliminale per chi non ha votato jamie e Claire al sondaggio sulla coppia più bella)",231.0,32459.0,REELS,VIDEO,https://www.instagram.com/reel/Cfqx5I9jeEG/,2022-07-06 11:10:02,7877.0,1800.0,1394450.0,34490.0,1.0,2022.0,False,7.0,Wednesday,11.0,2876330742941344006,camihawke,15526265,2.0,clips,1657105802.0,True,84.30000305175781,,0.0,1.0,original,original_sounds,Original audio,camihawke,2188288868012965,18206654275080905,84402.0,False,True,['we.makeup'],['2271246143'],1.0,[],[],0.0,[],0.0,0.0,[],False,ok
CftcVpBDIAx,reel,multimodal_dataset_fixed\reel\CftcVpBDIAx,0,1,1,True,4,True,True,17925905360308355,"Tutorial su come rompere le lame del frullatore per fare il gelato al cioccolato. Ovviamente lo potete fare con altra frutta congelata e senza cacao tipo:
- banane e lamponi (ottimo)
- solo mango e goccio di latte
- payapa (bello non lo correggo, ma avete capito😂)

Secondo me con base banana vengono più cremosi, ma top anche mango. 
Il giochino è sempre lo stesso: frutta congelata, latte (o yogurt) e ingrediente extra se lo volete aggiungere. 
Mi raccomando la frutta congelata almeno una notte intera!

Nutrizionisti scusate alla fine del video non sono io, è il mio rancore che parla. Vi voglio bene e ciao anche a mio fratello che mi segue da casa",650.0,76047.0,REELS,VIDEO,https://www.instagram.com/reel/CftcVpBDIAx/,2022-07-07 11:59:58,41290.0,10755.0,1680822.0,87479.0,1.0,2022.0,False,7.0,Thursday,11.0,2877080369411948593,camihawke,15526265,2.0,clips,1657195198.0,True,72.33300018310547,,0.0,0.0,original,original_sounds,Original audio,camihawke,747136669661510,18206562178086241,72444.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CfY2OiVDQJG,reel,multimodal_dataset_fixed\reel\CfY2OiVDQJG,0,1,1,True,6,True,True,17980454872515123,"Pochi mesi dopo l’uscita del mio libro, ve lo devo dire, abbiamo deciso di avviare un bookclub segreto. Io avrei spedito il libro alla prima delle dieci -e oggi dico splendide- ragazze partecipanti, questa lo avrebbe letto e spedito a quella successiva. 
Cosí, fino alla fine del giro. 
Ognuna di loro, senza che il gesto fosse stato programmato, ha deciso di scrivere un pensiero, di condividere con le altre le emozioni vissute nel viaggio e di chiudere l’ultima pagina esprimendo la propria speranza. 
Nella quarta di copertina, poi, hanno infilato i loro rispettivi segnalibri: biglietti del treno, concerti, mostre, ricordi d’infanzia e spettacoli teatrali. 
Frammenti del momento preciso in cui la loro vita ha in qualche modo intrecciato la mia. 
Dopo un anno di lungo girovagare, quel preciso libro che feci partire nel maggio del 2021 è tornato fra le mie mani. 
Il mondo, a volte, sa essere un bellissimo posto in cui abitare.",552.0,115120.0,REELS,VIDEO,https://www.instagram.com/reel/CfY2OiVDQJG/,2022-06-29 11:55:05,20022.0,2181.0,1749804.0,117856.0,1.0,2022.0,False,6.0,Wednesday,11.0,2871283255893361222,camihawke,15526265,2.0,clips,1656503705.0,True,52.86600112915039,Piantini,0.0,0.0,licensed,licensed_music,È già domani,Fast Animals and Slow Kids,524537715649728,344372617100845,106373.0,False,True,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CFZUhCHCDkT,reel,multimodal_dataset_fixed\reel\CFZUhCHCDkT,0,1,1,True,6,True,True,17850896861292241,"This in not ad adv, it’s just my simple old fucking life.",310.0,68093.0,REELS,VIDEO,https://www.instagram.com/reel/CFZUhCHCDkT/,2020-09-21 10:42:55,4578.0,1195.0,1743079.0,69599.0,1.0,2020.0,False,9.0,Monday,10.0,2403042107117287699,camihawke,15526265,2.0,clips,1600684975.0,True,15.020999908447266,,0.0,0.0,original,original_sounds,Original audio,camihawke,2738197239835440,18160634860032907,15068.0,False,False,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
CG-OCsoCiLH,reel,multimodal_dataset_fixed\reel\CG-OCsoCiLH,0,1,1,True,2,True,True,17903330602579126,Se la moda chiama io sinceramente mi sento di rispondere. Vedere storie per comprendere la fall winter scarponi 2021.,455.0,117751.0,REELS,VIDEO,https://www.instagram.com/reel/CG-OCsoCiLH/,2020-10-30 15:09:39,5578.0,941.0,2023491.0,119151.0,1.0,2020.0,False,10.0,Friday,15.0,2431442606833148615,camihawke,15526265,2.0,clips,1604070579.0,True,4.178999900817871,,0.0,0.0,original,original_sounds,Original audio,gabriellecaunesil,359615911873238,18125249320126986,7428.0,False,False,[],[],0.0,[],[],0.0,[],0.0,0.0,[],False,ok
